HAddress,HAttractions,HGFW,HImages,HLanguage,HMail,HName,HPMax,HPMin,HPRange,HQuestions,HRImages,HRNumber,HRank,HRankreview,HRating,HRestaurants,HReview,HRoom,HStyles,HTel,HVideos,URL
"49 An Don 6, An Hai Bac, Da Nang 550000 Vietnam",5.0,90.0,,,,Vyan Beach House,$28,$14,"$14, - ,$28","Which popular attractions are close to Vyan Beach House?, ,What are some restaurants close to Vyan Beach House?, ",,,,,,26.0,,,,,,https://www.tripadvisor.com/Hotel_Review-g19935676-d21364231-Reviews-Vyan_Beach_House-An_Hai_Bac_Son_Tra_Peninsula_Da_Nang.html
,,,,,,Ngoc Lan Hotel,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula",,,,,,30.0,,,,,,,https://www.tripadvisor.com/Hotel_Review-g19935676-d21132753-Reviews-Ngoc_Lan_Hotel-An_Hai_Bac_Son_Tra_Peninsula_Da_Nang.html
,,,,,,Khach san Ngoc Lan,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula",,,,,,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g19935676-d23619303-Reviews-Khach_san_Ngoc_Lan-An_Hai_Bac_Son_Tra_Peninsula_Da_Nang.html
"179/1 Nguyen Cong Tru, An Hai Dong, Da Nang Vietnam",7.0,86.0,,,,Ocean Waves Hostel,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to Ocean Waves Hostel?, ,What are some restaurants close to Ocean Waves Hostel?, ",,,,,,27.0,,,,,,https://www.tripadvisor.com/Hotel_Review-g15327804-d17663020-Reviews-Ocean_Waves_Hostel-An_Hai_Dong_Son_Tra_Peninsula_Da_Nang.html
"16 Le Tan Toan Street, An Hai Dong, Da Nang 550000 Vietnam",2.0,90.0,,,,The Alps Homestay,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to The Alps Homestay?, ,What are some restaurants close to The Alps Homestay?, ",,,,,,25.0,,,,,,https://www.tripadvisor.com/Hotel_Review-g15327804-d19193067-Reviews-The_Alps_Homestay-An_Hai_Dong_Son_Tra_Peninsula_Da_Nang.html
"49 Nguyen Thong, An Hai Dong, Da Nang Vietnam",9.0,90.0,,,,C&E Homestay Da Nang,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to C&E Homestay Da Nang?, ,What are some restaurants close to C&E Homestay Da Nang?, ",,,,,,29.0,,,,,,https://www.tripadvisor.com/Hotel_Review-g15327804-d21301856-Reviews-C_E_Homestay_Da_Nang-An_Hai_Dong_Son_Tra_Peninsula_Da_Nang.html
,,,,,,Hotel Song Thu,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula",,,,,,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g15327804-d21491370-Reviews-Hotel_Song_Thu-An_Hai_Dong_Son_Tra_Peninsula_Da_Nang.html
"06 Lot 6 Hoang Sa Man Thai, Da Nang 550000 Vietnam",2.0,54.0,,,,Mai Vang Hotel & Apartment,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to Mai Vang Hotel & Apartment?, ",,1.0,#17 of 81 hotels in Son Tra Peninsula,50.0,,39.0,Excellent,,,,,https://www.tripadvisor.com/Hotel_Review-g17786366-d19076984-Reviews-Mai_Vang_Hotel_Apartment-Son_Tra_Peninsula_Da_Nang.html
,,,,,,PARIAT HOTEL Da Nang,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula",,,,,,,,,60.0,,,,https://www.tripadvisor.com/Hotel_Review-g23338312-d23521580-Reviews-PARIAT_HOTEL_Da_Nang-Nai_Hien_Dong_Son_Tra_Peninsula_Da_Nang.html
"28 My Khe 2, Phuoc My, Da Nang 550000 Vietnam",0.0,90.0,,,,Lotus Rock 05 Hotel,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","What are some restaurants close to Lotus Rock 05 Hotel?, ",,1.0,#5 of 17 hotels in Phuoc My,50.0,,27.0,Excellent,,Budget,,,https://www.tripadvisor.com/Hotel_Review-g19779171-d21403422-Reviews-Lotus_Rock_05_Hotel-Phuoc_My_Son_Tra_Peninsula_Da_Nang.html
"3/12 Ha Th_ Than, An Hai Tay, Da Nang 550000 Vietnam",8.0,87.0,,"English, Vietnamese",,Sena Homestay Cầu Rồng Da Nẵng,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to Sena Homestay Cầu Rồng Đà Nẵng?, ,What are some of the property amenities at Sena Homestay Cầu Rồng Đà Nẵng?, ,Which room amenities are available at Sena Homestay Cầu Rồng Đà Nẵng?, ,What food & drink options are available at Sena Homestay Cầu Rồng Đà Nẵng?, ,Is parking available at Sena Homestay Cầu Rồng Đà Nẵng?, ,What are some restaurants close to Sena Homestay Cầu Rồng Đà Nẵng?, ,Is Sena Homestay Cầu Rồng Đà Nẵng located near the city center?, ,Are any cleaning services offered at Sena Homestay Cầu Rồng Đà Nẵng?, ,Which languages are spoken by the staff at Sena Homestay Cầu Rồng Đà Nẵng?, ",,,,,,19.0,,5.0,,,,https://www.tripadvisor.com/Hotel_Review-g19339361-d21294968-Reviews-Sena_Homestay_C_u_R_ng_Da_N_ng-An_Hai_Tay_Son_Tra_Peninsula_Da_Nang.html
"A30 Tran Hung Dao Street Son Tra District, Da Nang 550000 Vietnam",9.0,81.0,86.0,,,Da Nang Riverside Hotel,$76,$37,"$37, - ,$76","Which popular attractions are close to Da Nang Riverside Hotel?, ,What are some of the property amenities at Da Nang Riverside Hotel?, ,Which room amenities are available at Da Nang Riverside Hotel?, ,What food & drink options are available at Da Nang Riverside Hotel?, ,Is parking available at Da Nang Riverside Hotel?, ,What are some restaurants close to Da Nang Riverside Hotel?, ,Are there opportunities to exercise at Da Nang Riverside Hotel?, ,Does Da Nang Riverside Hotel have airport transportation?, ,Are any cleaning services offered at Da Nang Riverside Hotel?, ,Does Da Nang Riverside Hotel offer any business services?, ,Does Da Nang Riverside Hotel have any great views?, ",29.0,148.0,#172 of 900 hotels in Da Nang,35.0,30.0,25.0,Very good,127.0,"Mid-range,River View",,7.0,https://www.tripadvisor.com/Hotel_Review-g298085-d1198755-Reviews-Da_Nang_Riverside_Hotel-Da_Nang.html
"71 Tran Dinh Dan, Da Nang 550000 Vietnam",1.0,69.0,98.0,"English, Chinese, Vietnamese",,Haka Hotel & Apartment,$64,$21,"$21, - ,$64","Which popular attractions are close to Haka Hotel & Apartment?, ,What are some of the property amenities at Haka Hotel & Apartment?, ,Which room amenities are available at Haka Hotel & Apartment?, ,What food & drink options are available at Haka Hotel & Apartment?, ,Is parking available at Haka Hotel & Apartment?, ,What are some restaurants close to Haka Hotel & Apartment?, ,Are there opportunities to exercise at Haka Hotel & Apartment?, ,Does Haka Hotel & Apartment have airport transportation?, ,Are any cleaning services offered at Haka Hotel & Apartment?, ,Which languages are spoken by the staff at Haka Hotel & Apartment?, ,Does Haka Hotel & Apartment have any great views?, ",34.0,154.0,#71 of 900 hotels in Da Nang,50.0,30.0,22.0,Excellent,20.0,"Boutique,Charming",,18.0,https://www.tripadvisor.com/Hotel_Review-g298085-d12970369-Reviews-Haka_Hotel_Apartment-Da_Nang.html
"54 - 56 Duong Dinh Nghe An Hai Ward, Son Tra District, Da Nang 550000 Vietnam",7.0,79.0,96.0,,,Hoang Sa Hotel,$79,$14,"$14, - ,$79","Which popular attractions are close to Hoang Sa Hotel?, ,What are some of the property amenities at Hoang Sa Hotel?, ,Which room amenities are available at Hoang Sa Hotel?, ,What food & drink options are available at Hoang Sa Hotel?, ,Is parking available at Hoang Sa Hotel?, ,What are some restaurants close to Hoang Sa Hotel?, ,Are there opportunities to exercise at Hoang Sa Hotel?, ,Are any cleaning services offered at Hoang Sa Hotel?, ,Does Hoang Sa Hotel offer any business services?, ",23.0,155.0,#103 of 900 hotels in Da Nang,45.0,30.0,44.0,Excellent,46.0,"Quiet,Charming",,185.0,https://www.tripadvisor.com/Hotel_Review-g298085-d4339766-Reviews-Hoang_Sa_Hotel-Da_Nang.html
"197 Le Quang Dao Street, Da Nang 550000 Vietnam",9.0,74.0,114.0,,,Christina's Da Nang,$30,$21,"$21, - ,$30","Which popular attractions are close to Christina's Da Nang?, ,What are some of the property amenities at Christina's Da Nang?, ,Which room amenities are available at Christina's Da Nang?, ,What food & drink options are available at Christina's Da Nang?, ,Is parking available at Christina's Da Nang?, ,What are some restaurants close to Christina's Da Nang?, ",53.0,157.0,#1 of 628 B&Bs / Inns in Da Nang,50.0,,158.0,Excellent,10.0,"Charming,Trendy",,10.0,https://www.tripadvisor.com/Hotel_Review-g298085-d12257413-Reviews-Christina_s_Da_Nang-Da_Nang.html
"305 Tran Hung Dao Son Tra District, Da Nang 550000 Vietnam",3.0,72.0,120.0,,,Palmier Hotel & Apartment,$43,$15,"$15, - ,$43","Which popular attractions are close to Palmier Hotel & Apartment?, ,What are some of the property amenities at Palmier Hotel & Apartment?, ,Which room amenities are available at Palmier Hotel & Apartment?, ,What food & drink options are available at Palmier Hotel & Apartment?, ,Is parking available at Palmier Hotel & Apartment?, ,What are some restaurants close to Palmier Hotel & Apartment?, ,Does Palmier Hotel & Apartment have airport transportation?, ,Are any cleaning services offered at Palmier Hotel & Apartment?, ,Does Palmier Hotel & Apartment offer any business services?, ,Is Palmier Hotel & Apartment accessible?, ",37.0,164.0,#50 of 900 hotels in Da Nang,45.0,30.0,24.0,Excellent,30.0,"Modern,Business",,32.0,https://www.tripadvisor.com/Hotel_Review-g298085-d8299463-Reviews-Palmier_Hotel_Apartment-Da_Nang.html
"305 Nguyen Van Thoai, Phuoc My Ward, Son Tra District, Da Nang 650000 Vietnam",3.0,77.0,57.0,"English, Chinese, Vietnamese",,SOCO Hotel,$33,$12,"$12, - ,$33","Which popular attractions are close to SOCO Hotel?, ,What are some of the property amenities at SOCO Hotel?, ,Which room amenities are available at SOCO Hotel?, ,What food & drink options are available at SOCO Hotel?, ,Is parking available at SOCO Hotel?, ,What are some restaurants close to SOCO Hotel?, ,Are there opportunities to exercise at SOCO Hotel?, ,Does SOCO Hotel have airport transportation?, ,Are any cleaning services offered at SOCO Hotel?, ,Does SOCO Hotel offer any business services?, ,Which languages are spoken by the staff at SOCO Hotel?, ",20.0,165.0,#169 of 900 hotels in Da Nang,35.0,30.0,86.0,Very good,121.0,,,243.0,https://www.tripadvisor.com/Hotel_Review-g298085-d6460711-Reviews-SOCO_Hotel-Da_Nang.html
"306 2/9 Street, Hai Chau, Da Nang, Da Nang 59000 Vietnam",2.0,67.0,161.0,Vietnamese,,Minh Toan Galaxy,$65,$36,"$36, - ,$65","Which popular attractions are close to Minh Toan Galaxy?, ,What are some of the property amenities at Minh Toan Galaxy?, ,Which room amenities are available at Minh Toan Galaxy?, ,What food & drink options are available at Minh Toan Galaxy?, ,Is parking available at Minh Toan Galaxy?, ,What are some restaurants close to Minh Toan Galaxy?, ,Are there opportunities to exercise at Minh Toan Galaxy?, ,Does Minh Toan Galaxy have airport transportation?, ,Is Minh Toan Galaxy located near the city center?, ,Are any cleaning services offered at Minh Toan Galaxy?, ,Does Minh Toan Galaxy offer any business services?, ",25.0,166.0,#158 of 900 hotels in Da Nang,40.0,40.0,10.0,Very good,175.0,"Great View,Modern",,24.0,https://www.tripadvisor.com/Hotel_Review-g298085-d6599489-Reviews-Minh_Toan_Galaxy-Da_Nang.html
"1 An Thuong 3 Street Ngu Hanh Son District, Da Nang 550000 Vietnam",9.0,74.0,62.0,"English, Vietnamese",,Eco Green Boutique Hotel,$44,$36,"$36, - ,$44","Which popular attractions are close to Eco Green Boutique Hotel?, ,What are some of the property amenities at Eco Green Boutique Hotel?, ,Which room amenities are available at Eco Green Boutique Hotel?, ,What food & drink options are available at Eco Green Boutique Hotel?, ,Is parking available at Eco Green Boutique Hotel?, ,What are some restaurants close to Eco Green Boutique Hotel?, ,Are there opportunities to exercise at Eco Green Boutique Hotel?, ,Does Eco Green Boutique Hotel have airport transportation?, ,Are any cleaning services offered at Eco Green Boutique Hotel?, ,Which languages are spoken by the staff at Eco Green Boutique Hotel?, ,Does Eco Green Boutique Hotel have any great views?, ",29.0,190.0,#41 of 900 hotels in Da Nang,50.0,30.0,163.0,Excellent,42.0,"City View,Charming",,21.0,https://www.tripadvisor.com/Hotel_Review-g298085-d12710754-Reviews-Eco_Green_Boutique_Hotel-Da_Nang.html
"169 Tran Hung Dao, Son Tra District, Da Nang 550000 Vietnam",2.0,67.0,69.0,"English, Italian, Vietnamese",,Barney's Backpackers Hostel,26,Vietnam,"Vietnam,Da Nang,26","Which popular attractions are close to Barney's Backpackers Hostel?, ,What are some of the property amenities at Barney's Backpackers Hostel?, ,What food & drink options are available at Barney's Backpackers Hostel?, ,Is parking available at Barney's Backpackers Hostel?, ,What are some restaurants close to Barney's Backpackers Hostel?, ,Are any cleaning services offered at Barney's Backpackers Hostel?, ,Which languages are spoken by the staff at Barney's Backpackers Hostel?, ,Are there any historical sites close to Barney's Backpackers Hostel?, ",9.0,191.0,#1 of 813 Specialty lodging in Da Nang,50.0,20.0,22.0,Excellent,26.0,"Modern,Trendy",,2.0,https://www.tripadvisor.com/Hotel_Review-g298085-d9798579-Reviews-Barney_s_Backpackers_Hostel-Da_Nang.html
"05-07 Duy Tan Street, Da Nang 550000 Vietnam",8.0,66.0,106.0,Vietnamese,,Eden Plaza Da Nang Hotel,$56,$34,"$34, - ,$56","Which popular attractions are close to Eden Plaza Da Nang Hotel?, ,What are some of the property amenities at Eden Plaza Da Nang Hotel?, ,Which room amenities are available at Eden Plaza Da Nang Hotel?, ,What food & drink options are available at Eden Plaza Da Nang Hotel?, ,Is parking available at Eden Plaza Da Nang Hotel?, ,What are some restaurants close to Eden Plaza Da Nang Hotel?, ,Are there opportunities to exercise at Eden Plaza Da Nang Hotel?, ,Does Eden Plaza Da Nang Hotel have airport transportation?, ,Is Eden Plaza Da Nang Hotel located near the city center?, ,Are any cleaning services offered at Eden Plaza Da Nang Hotel?, ,Does Eden Plaza Da Nang Hotel offer any business services?, ",42.0,196.0,#127 of 900 hotels in Da Nang,40.0,40.0,17.0,Very good,154.0,Family,,241.0,https://www.tripadvisor.com/Hotel_Review-g298085-d4346231-Reviews-Eden_Plaza_Da_Nang_Hotel-Da_Nang.html
"08 Nguyen Huu Thong, Da Nang Vietnam",8.0,81.0,109.0,,,Frangipani Boutique Hotel,$44,$25,"$25, - ,$44","Which popular attractions are close to Frangipani Boutique Hotel?, ,What are some of the property amenities at Frangipani Boutique Hotel?, ,Which room amenities are available at Frangipani Boutique Hotel?, ,What food & drink options are available at Frangipani Boutique Hotel?, ,Is parking available at Frangipani Boutique Hotel?, ,What are some restaurants close to Frangipani Boutique Hotel?, ,Are there opportunities to exercise at Frangipani Boutique Hotel?, ,Does Frangipani Boutique Hotel have airport transportation?, ,Are any cleaning services offered at Frangipani Boutique Hotel?, ",10.0,202.0,#2 of 628 B&Bs / Inns in Da Nang,45.0,30.0,61.0,Excellent,12.0,"Quiet,Modern",,2.0,https://www.tripadvisor.com/Hotel_Review-g298085-d6529403-Reviews-Frangipani_Boutique_Hotel-Da_Nang.html
"115 Nguyen Van Linh Hai Chau District, Da Nang 550000 Vietnam",8.0,87.0,117.0,Vietnamese,,One Opera Danang Hotel,$443,$21,"$21, - ,$443","Which popular attractions are close to One Opera Danang Hotel?, ,What are some of the property amenities at One Opera Danang Hotel?, ,Which room amenities are available at One Opera Danang Hotel?, ,What food & drink options are available at One Opera Danang Hotel?, ,Is parking available at One Opera Danang Hotel?, ,What are some restaurants close to One Opera Danang Hotel?, ,Are there opportunities to exercise at One Opera Danang Hotel?, ,Is One Opera Danang Hotel located near the city center?, ,Are any cleaning services offered at One Opera Danang Hotel?, ,Does One Opera Danang Hotel offer any business services?, ,Is One Opera Danang Hotel accessible?, ",32.0,211.0,#85 of 900 hotels in Da Nang,45.0,,76.0,Excellent,201.0,"Luxury,Centrally Located",,12.0,https://www.tripadvisor.com/Hotel_Review-g298085-d1575735-Reviews-One_Opera_Danang_Hotel-Da_Nang.html
"02-04-06 An Thuong 1 Street, Ngu Hanh Son Dist, Da Nang 550000 Vietnam",8.0,74.0,172.0,"English, Japanese, Vietnamese",,Chu Hotel Danang,$39,$29,"$29, - ,$39","Which popular attractions are close to Chu Hotel Danang?, ,What are some of the property amenities at Chu Hotel Danang?, ,Which room amenities are available at Chu Hotel Danang?, ,What food & drink options are available at Chu Hotel Danang?, ,Is parking available at Chu Hotel Danang?, ,What are some restaurants close to Chu Hotel Danang?, ,Does Chu Hotel Danang have airport transportation?, ,Are any cleaning services offered at Chu Hotel Danang?, ,Which languages are spoken by the staff at Chu Hotel Danang?, ,Does Chu Hotel Danang have any great views?, ",37.0,212.0,#7 of 628 B&Bs / Inns in Da Nang,40.0,30.0,148.0,Very good,26.0,Ocean View,,34.0,https://www.tripadvisor.com/Hotel_Review-g298085-d3314092-Reviews-Chu_Hotel_Danang-Da_Nang.html
"68 Vo Nguyen Giap, Son Tra, Da Nang Vietnam",4.0,53.0,192.0,"English, French, Filipino, Vietnamese",,Jazz Hotel,$105,$25,"$25, - ,$105","Which popular attractions are close to Jazz Hotel?, ,What are some of the property amenities at Jazz Hotel?, ,Which room amenities are available at Jazz Hotel?, ,What food & drink options are available at Jazz Hotel?, ,Is parking available at Jazz Hotel?, ,What are some restaurants close to Jazz Hotel?, ,Does Jazz Hotel have an airport shuttle?, ,Does Jazz Hotel have airport transportation?, ,Are any cleaning services offered at Jazz Hotel?, ,Are pets allowed at Jazz Hotel?, ,Which languages are spoken by the staff at Jazz Hotel?, ",27.0,214.0,#120 of 900 hotels in Da Nang,40.0,30.0,53.0,Very good,50.0,"Bay View,Ocean View",,22.0,https://www.tripadvisor.com/Hotel_Review-g298085-d8132288-Reviews-Jazz_Hotel-Da_Nang.html
"Lot 133,134 Tran Bach Dang St My An Ward, Ngu Hanh Son Dist., Da Nang 59000 Vietnam",7.0,79.0,221.0,Vietnamese,,Halina Hotel and Apartment,$43,$22,"$22, - ,$43","Which popular attractions are close to Halina Hotel and Apartment?, ,What are some of the property amenities at Halina Hotel and Apartment?, ,Which room amenities are available at Halina Hotel and Apartment?, ,What food & drink options are available at Halina Hotel and Apartment?, ,Is parking available at Halina Hotel and Apartment?, ,What are some restaurants close to Halina Hotel and Apartment?, ,Are there opportunities to exercise at Halina Hotel and Apartment?, ,Does Halina Hotel and Apartment have airport transportation?, ,Are any cleaning services offered at Halina Hotel and Apartment?, ",98.0,219.0,#97 of 900 hotels in Da Nang,45.0,40.0,134.0,Excellent,60.0,"Trendy,Charming",,42.0,https://www.tripadvisor.com/Hotel_Review-g298085-d13073497-Reviews-Halina_Hotel_and_Apartment-Da_Nang.html
"53-55 An Thuong 26 Street My An Ward, Ngu Hanh Son District, Da Nang Vietnam",4.0,79.0,75.0,"English, Vietnamese",,SEN Boutique Hotel,$29,$17,"$17, - ,$29","Which popular attractions are close to SEN Boutique Hotel?, ,What are some of the property amenities at SEN Boutique Hotel?, ,Which room amenities are available at SEN Boutique Hotel?, ,What food & drink options are available at SEN Boutique Hotel?, ,What are some restaurants close to SEN Boutique Hotel?, ,Are there opportunities to exercise at SEN Boutique Hotel?, ,Does SEN Boutique Hotel have airport transportation?, ,Are any cleaning services offered at SEN Boutique Hotel?, ,Which languages are spoken by the staff at SEN Boutique Hotel?, ",32.0,236.0,#61 of 900 hotels in Da Nang,45.0,30.0,82.0,Excellent,24.0,"Romantic,Business",,17.0,https://www.tripadvisor.com/Hotel_Review-g298085-d12391393-Reviews-SEN_Boutique_Hotel-Da_Nang.html
"29 - 30 Morrison An Hai Bac Ward, Son Tra District, Da Nang 550000 Vietnam",5.0,72.0,305.0,"English, Chinese, Vietnamese",,Grand Sunrise 3 Hotel,$36,$21,"$21, - ,$36","Which popular attractions are close to Grand Sunrise 3 Hotel?, ,What are some of the property amenities at Grand Sunrise 3 Hotel?, ,Which room amenities are available at Grand Sunrise 3 Hotel?, ,What food & drink options are available at Grand Sunrise 3 Hotel?, ,Is parking available at Grand Sunrise 3 Hotel?, ,What are some restaurants close to Grand Sunrise 3 Hotel?, ,Are there opportunities to exercise at Grand Sunrise 3 Hotel?, ,Does Grand Sunrise 3 Hotel have an airport shuttle?, ,Does Grand Sunrise 3 Hotel have airport transportation?, ,Are any cleaning services offered at Grand Sunrise 3 Hotel?, ,Does Grand Sunrise 3 Hotel offer any business services?, ",65.0,254.0,#49 of 900 hotels in Da Nang,50.0,35.0,27.0,Excellent,56.0,"Trendy,City View",,53.0,https://www.tripadvisor.com/Hotel_Review-g298085-d12221349-Reviews-Grand_Sunrise_3_Hotel-Da_Nang.html
"292 Vo Nguyen Giap Street My An Ward, Ngu Hanh Son District, Da Nang 550000 Vietnam",7.0,74.0,309.0,,,TMS Hotel Da Nang Beach,$144,$71,"$71, - ,$144","Which popular attractions are close to TMS Hotel Da Nang Beach?, ,What are some of the property amenities at TMS Hotel Da Nang Beach?, ,Which room amenities are available at TMS Hotel Da Nang Beach?, ,What food & drink options are available at TMS Hotel Da Nang Beach?, ,What are some restaurants close to TMS Hotel Da Nang Beach?, ,Are there opportunities to exercise at TMS Hotel Da Nang Beach?, ,Does TMS Hotel Da Nang Beach have an airport shuttle?, ,Does TMS Hotel Da Nang Beach have airport transportation?, ,Are any cleaning services offered at TMS Hotel Da Nang Beach?, ,Does TMS Hotel Da Nang Beach offer any business services?, ,Is TMS Hotel Da Nang Beach accessible?, ",75.0,265.0,#51 of 900 hotels in Da Nang,45.0,50.0,128.0,Excellent,228.0,"Great View,Trendy",,64.0,https://www.tripadvisor.com/Hotel_Review-g298085-d15153595-Reviews-TMS_Hotel_Da_Nang_Beach-Da_Nang.html
"45-47 Vo Van Kiet Street, Da Nang Vietnam",3.0,77.0,183.0,"English, Vietnamese",,Adaline Hotel & Suite,$68,$18,"$18, - ,$68","Which popular attractions are close to Adaline Hotel & Suite?, ,What are some of the property amenities at Adaline Hotel & Suite?, ,Which room amenities are available at Adaline Hotel & Suite?, ,What food & drink options are available at Adaline Hotel & Suite?, ,Is parking available at Adaline Hotel & Suite?, ,What are some restaurants close to Adaline Hotel & Suite?, ,Are there opportunities to exercise at Adaline Hotel & Suite?, ,Does Adaline Hotel & Suite have airport transportation?, ,Are any cleaning services offered at Adaline Hotel & Suite?, ,Which languages are spoken by the staff at Adaline Hotel & Suite?, ,Does Adaline Hotel & Suite have any great views?, ",33.0,268.0,#82 of 900 hotels in Da Nang,45.0,30.0,51.0,Excellent,64.0,"Family,Ocean View",,19.0,https://www.tripadvisor.com/Hotel_Review-g298085-d12117671-Reviews-Adaline_Hotel_Suite-Da_Nang.html
"22-24 Ha Chuong, P. Phu_c M_, Q. Son Tra Son Tra District, Danang City, Da Nang Vietnam",11.0,84.0,134.0,"English, French, Chinese, Vietnamese",,Green House Hotel,$52,$17,"$17, - ,$52","Which popular attractions are close to Green House Hotel?, ,What are some of the property amenities at Green House Hotel?, ,Which room amenities are available at Green House Hotel?, ,What food & drink options are available at Green House Hotel?, ,Is parking available at Green House Hotel?, ,What are some restaurants close to Green House Hotel?, ,Does Green House Hotel have airport transportation?, ,Are any cleaning services offered at Green House Hotel?, ,Which languages are spoken by the staff at Green House Hotel?, ,Is Green House Hotel accessible?, ",44.0,277.0,#74 of 900 hotels in Da Nang,45.0,30.0,80.0,Excellent,34.0,"Modern,Family",,8.0,https://www.tripadvisor.com/Hotel_Review-g298085-d7787334-Reviews-Green_House_Hotel-Da_Nang.html
"No 03 Nguyen Cao Luyen Rd An Hai Bac Ward , Son Tra District, Da Nang 550000 Vietnam",10.0,85.0,214.0,"English, Chinese, Korean, Vietnamese",,Lamuno Hotel,$77,$14,"$14, - ,$77","Which popular attractions are close to Lamuno Hotel?, ,What are some of the property amenities at Lamuno Hotel?, ,Which room amenities are available at Lamuno Hotel?, ,What food & drink options are available at Lamuno Hotel?, ,Is parking available at Lamuno Hotel?, ,What are some restaurants close to Lamuno Hotel?, ,Does Lamuno Hotel have airport transportation?, ,Are any cleaning services offered at Lamuno Hotel?, ,Which languages are spoken by the staff at Lamuno Hotel?, ,Is Lamuno Hotel accessible?, ",49.0,282.0,#37 of 900 hotels in Da Nang,50.0,30.0,77.0,Excellent,35.0,Charming,,14.0,https://www.tripadvisor.com/Hotel_Review-g298085-d13228168-Reviews-Lamuno_Hotel-Da_Nang.html
"238 Bach Dang Street Hai Chau District, Da Nang 550000 Vietnam",21.0,92.0,251.0,Vietnamese,,SenRiver Hotel,$131,$35,"$35, - ,$131","Which popular attractions are close to SenRiver Hotel?, ,What are some of the property amenities at SenRiver Hotel?, ,Which room amenities are available at SenRiver Hotel?, ,What food & drink options are available at SenRiver Hotel?, ,Is parking available at SenRiver Hotel?, ,What are some restaurants close to SenRiver Hotel?, ,Are there opportunities to exercise at SenRiver Hotel?, ,Does SenRiver Hotel have airport transportation?, ,Is SenRiver Hotel located near the city center?, ,Are any cleaning services offered at SenRiver Hotel?, ,Does SenRiver Hotel offer any business services?, ",145.0,283.0,#131 of 900 hotels in Da Nang,40.0,40.0,134.0,Very good,173.0,"Mid-range,River View",,17.0,https://www.tripadvisor.com/Hotel_Review-g298085-d807151-Reviews-SenRiver_Hotel-Da_Nang.html
"252 Vo Nguyen Giap Son Tra District, Da Nang 550000 Vietnam",3.0,72.0,269.0,Vietnamese,,Grand Tourane Hotel,$110,$54,"$54, - ,$110","Which popular attractions are close to Grand Tourane Hotel?, ,What are some of the property amenities at Grand Tourane Hotel?, ,Which room amenities are available at Grand Tourane Hotel?, ,What food & drink options are available at Grand Tourane Hotel?, ,Is parking available at Grand Tourane Hotel?, ,What are some restaurants close to Grand Tourane Hotel?, ,Are there opportunities to exercise at Grand Tourane Hotel?, ,Does Grand Tourane Hotel have airport transportation?, ,Are any cleaning services offered at Grand Tourane Hotel?, ,Are pets allowed at Grand Tourane Hotel?, ,Does Grand Tourane Hotel offer any business services?, ",59.0,285.0,#64 of 900 hotels in Da Nang,45.0,40.0,27.0,Excellent,188.0,"Ocean View,City View",,24.0,https://www.tripadvisor.com/Hotel_Review-g298085-d9853219-Reviews-Grand_Tourane_Hotel-Da_Nang.html
"51 Yen Bai, Da Nang 550000 Vietnam",28.0,93.0,132.0,"English, Chinese, Japanese, Vietnamese",,Dai A hotel,$18,$14,"$14, - ,$18","Which popular attractions are close to Dai A hotel?, ,What are some of the property amenities at Dai A hotel?, ,Which room amenities are available at Dai A hotel?, ,What food & drink options are available at Dai A hotel?, ,Is parking available at Dai A hotel?, ,What are some restaurants close to Dai A hotel?, ,Which languages are spoken by the staff at Dai A hotel?, ",13.0,298.0,#121 of 900 hotels in Da Nang,40.0,20.0,181.0,Very good,49.0,"Centrally Located,Quiet",,163.0,https://www.tripadvisor.com/Hotel_Review-g298085-d1236495-Reviews-Dai_A_hotel-Da_Nang.html
